record_id,nrc_number,first_name,last_name,date_of_birth,gender,district_of_origin,registration_terminal,slot_id,face_embedding_seed,is_duplicate,duplicate_type,canonical_id
REC00811,156964/92/5,Nyirenda,Mulonga,1979-01-21,M,Lusaka,T001-Lusaka,69A2E00FB0B8,811,False,,
REC00098,219629/18/7,Musonda,Phiri,1967-02-26,M,Kitwe,T002-Kitwe,94735E2EFD64,98,False,,
REC00563,911159/37/7,Nyirenda,Mubita,1953-07-16,M,Livingstone,T001-Lusaka,C6812407D4E6,563,False,,
REC00872,836984/36/4,David,Sata,1957-12-20,M,Solwezi,T002-Kitwe,814ACFC07B36,872,False,,
REC00989,461083/60/3,Dalitso,Kamanga,1958-03-11,M,Kitwe,T001-Lusaka,DD2EDDB7422C,609,True,Type5,REC00609
REC00154,928358/40/6,Kunda,Mulenga,1977-11-16,M,Ndola,T001-Lusaka,DC969A0F5AC3,154,False,,
REC00070,446954/79/8,Mwamba,Lungu,1973-06-12,M,Lusaka,T002-Kitwe,05BE7FC9AAB5,70,False,,
REC00661,123205/33/2,Phiri,Mutale,1962-01-08,M,Chipata,T002-Kitwe,BAF21270DA00,661,False,,
REC00016,654816/42/9,Choolwe,Libonda,1968-01-09,F,Mazabuka,T001-Lusaka,39C62FDCB885,16,False,,
REC00603,943706/99/2,Choolwe,Mbewe,1957-03-03,F,Ndola,T002-Kitwe,771D78671979,603,False,,
REC00747,995304/14/5,Muketoi,Chanda,1996-12-21,M,Choma,T002-Kitwe,1863F2E929A5,747,False,,
REC00510,785315/12/1,Musonda,Mubita,2000-04-25,M,Kitwe,T003-Ndola,C31EDCE3C010,510,False,,
REC00075,242291/69/3,Kalunga,Nkonde,1971-07-25,M,Chipata,T001-Lusaka,9EE1F16C49AB,75,False,,
REC00360,553125/60/1,Sakala,Chinyama,1951-01-17,M,Mufulira,T003-Ndola,DC473F00453A,360,False,,
REC00937,791442/48/3,Chilufya,Ng'ombe,1960-01-28,M,Mongu,T002-Kitwe,85158D35C449,937,False,,
REC00119,502219/34/9,Daniel,Mbanga,1997-01-14,M,Choma,T003-Ndola,FADBC16E3594,119,False,,
REC00882,255544/55/5,Sitwala,Gondwe,2005-10-08,F,Ndola,T002-Kitwe,E5C5F76606EE,882,False,,
REC00001,356787/38/3,Mutale,Sata,1985-05-04,M,Kitwe,T003-Ndola,32397A40730B,1,False,,
REC00590,931161/71/1,Namoonde,Mbewe,1966-05-03,F,Choma,T003-Ndola,3E33520FE516,590,False,,
REC00116,227324/13/4,Grace,Nkumbula,1966-07-12,F,Ndola,T003-Ndola,E631C466DEF4,116,False,,
REC00964,951706/97/2,Solomon,Zulu,1978-06-17,F,Kafue,T002-Kitwe,2B947D889C35,394,True,Type2,REC00394
REC00649,786641/59/5,Joy,Chisanga,2002-06-14,F,Livingstone,T001-Lusaka,889A9B03746B,649,False,,
REC00451,435039/31/2,Mwenya,Banda,1978-11-25,F,Mazabuka,T003-Ndola,C235354C0851,451,False,,
REC00345,242736/48/6,Simainga,Nkonde,1956-09-08,F,Kasama,T003-Ndola,22D12D0B9016,345,False,,
REC00509,782141/14/7,Mumba,Nyirenda,1946-03-21,M,Chipata,T003-Ndola,EF5E5ED273E9,509,False,,
REC00984,930307/91/8,Namukolo,Ng'andu,1970-10-27,M,Solwezi,T001-Lusaka,C0E3E899C283,447,True,Type5,REC00447
REC00902,881782/56/8,Charity,Chilufya,1956-04-14,F,Mongu,T003-Ndola,F9FE74AEC17B,902,False,,
REC00332,156304/22/7,Ezekiel,Sata,1978-12-26,M,Kafue,T001-Lusaka,20609B4E0FF5,332,False,,
REC00809,134697/53/2,Solomon,Ng'ombe,1962-09-13,M,Mufulira,T001-Lusaka,BC21F6C09661,809,False,,
REC00546,211642/13/7,Simainga,Mulenga,1963-02-13,F,Lusaka,T001-Lusaka,33336A9913CE,546,False,,
REC00037,350280/43/7,Mphatso,Mubita,1981-10-29,F,Mazabuka,T001-Lusaka,23D8EF59B0D5,37,False,,
REC00697,836989/83/2,Thandiwe,Namoonde,1948-02-24,F,Mazabuka,T003-Ndola,D81B2AB83B5E,697,False,,
REC00201,971728/98/3,Kapulula,Ng'andu,1993-10-16,F,Kabwe,T003-Ndola,B198B01039B9,201,False,,
REC00640,687569/81/5,Dalitso,Nyirenda,1977-09-09,F,Lusaka,T002-Kitwe,39C1A1D02AF6,640,False,,
REC00257,224582/26/2,Joy,Sachitembe,1955-03-13,F,Solwezi,T002-Kitwe,2C8F676C4BF9,257,False,,
REC00726,342128/86/4,Mercy,Mulonga,1955-01-29,F,Mazabuka,T001-Lusaka,EA700AB6B554,726,False,,
REC00946,438083/83/2,Choolwe,Mulonga,1974-12-31,F,Kitwe,T002-Kitwe,10802DE52702,946,False,,
REC00729,382967/62/4,Chilufya,Lungu,2008-09-01,M,Mazabuka,T003-Ndola,C309908182A8,729,False,,
REC00905,385915/56/7,Libonda,Ng'andu,2005-04-08,M,Choma,T003-Ndola,2AF9C0DBE4E7,905,False,,
REC00065,800005/77/9,Daniel,Mwamba,1968-04-30,M,Solwezi,T003-Ndola,6C49E284AD9C,65,False,,
REC00527,809147/92/7,David,Mbewe,1950-06-21,M,Kafue,T001-Lusaka,D8018778D011,527,False,,
REC00647,516332/23/2,Kabaso,Mumba,1995-01-15,F,Choma,T001-Lusaka,6C313EDD0B0D,647,False,,
REC00276,526673/93/8,Mulenga,Mbanga,1995-11-05,M,Mazabuka,T002-Kitwe,CDA93E539D2B,276,False,,
REC00573,746850/42/4,Tembo,Ng'ombe,1990-03-17,M,Ndola,T001-Lusaka,535056E81BC4,573,False,,
REC00468,281276/31/4,Mumba,Hichilema,1969-09-23,M,Ndola,T001-Lusaka,F5725E5E9530,468,False,,
REC00851,481884/46/4,Kasonde,Mutale,1952-02-29,M,Chipata,T002-Kitwe,455D98F59853,851,False,,
REC00598,459316/68/2,Nchimunya,Wina,1948-07-04,F,Mongu,T001-Lusaka,ADC776DF79BE,598,False,,
REC00537,851606/53/2,Mphatso,Moono,1992-12-01,F,Lusaka,T002-Kitwe,C1D05FEE3AFE,537,False,,
REC00034,712554/71/9,Mwanachitechi,Mutale,2005-07-07,M,Ndola,T003-Ndola,86CD1200F128,34,False,,
REC00327,613425/29/8,Elijah,Simamba,1952-02-27,M,Choma,T003-Ndola,C5F822EDB1EA,327,True,Type4,REC00121
REC00804,541467/55/5,Esther,Wina,1980-04-09,F,Ndola,T002-Kitwe,373459E1EA8B,804,False,,
REC00352,742439/15/7,Libonda,Ng'andu,1951-12-21,M,Mansa,T002-Kitwe,90F057470007,352,False,,
REC00494,631958/48/3,Samuel,Mubita,1977-11-07,M,Choma,T003-Ndola,04BC0426DF27,494,False,,
REC00138,757937/92/1,Namukolo,Chinyama,2001-04-19,F,Mansa,T002-Kitwe,384587D158C0,138,False,,
REC00313,659572/93/6,Takondwa,Mwale,1968-03-08,F,Chipata,T002-Kitwe,4A86A65247D6,313,False,,
REC00198,119116/56/5,Emmanuel,Sikazwe,1977-07-21,M,Livingstone,T001-Lusaka,03054DCFDA23,198,False,,
REC00390,460263/25/7,Mutinta,Mulenga,1947-08-11,F,Ndola,T003-Ndola,C16411B04CD9,390,False,,
REC00880,787614/92/6,Mwinga,Siluwe,1979-04-06,F,Mufulira,T002-Kitwe,0D761631D18E,880,False,,
REC00253,151021/16/5,Kalinde,Siluwe,1978-05-10,M,Mufulira,T002-Kitwe,1640AD308766,253,False,,
REC00122,495533/68/6,Monde,Mbanga,1961-04-05,F,Kasama,T001-Lusaka,A9FD18FFB6EB,122,False,,
REC00123,145767/50/8,Katuta,Kalunga,1973-02-28,M,Choma,T003-Ndola,D579D21D9D6D,123,False,,
REC00683,735388/19/1,Lubemba,Nyirenda,1990-03-19,F,Mazabuka,T001-Lusaka,E952868B0498,683,False,,
REC00027,946721/62/4,Samuel,Banda,1967-08-01,M,Kitwe,T001-Lusaka,E4D9DE751C44,27,False,,
REC00386,562721/68/1,Chama,Kapembwa,1995-11-04,F,Livingstone,T002-Kitwe,ACF7A0A94325,386,False,,
REC00803,661023/11/8,Joy,Mutale,1979-03-12,F,Chingola,T002-Kitwe,4548D97F1E1B,803,False,,
REC00689,676680/61/9,Chipo,Ng'andu,1993-10-30,F,Mazabuka,T002-Kitwe,659DEB8D72B8,689,False,,
REC00696,696707/37/2,Kabaso,Mulonga,1974-02-23,F,Solwezi,T003-Ndola,5C6782FD89E4,696,False,,
REC00212,150068/40/7,Alinafe,Kamanga,1999-01-31,F,Mansa,T003-Ndola,3F4B3FEEB164,212,False,,
REC00421,708982/22/9,Faith,Sata,2002-05-25,F,Mazabuka,T001-Lusaka,DD143A61AB19,421,False,,
REC00566,573039/90/7,Sitwala,Lungu,1975-03-15,M,Solwezi,T002-Kitwe,DD7E09ACBF18,566,False,,
REC00901,821255/92/4,Mwinga,Ng'ombe,1965-11-19,F,Kitwe,T001-Lusaka,C681B774DDCE,901,False,,
REC00200,139581/94/6,Ezekiel,Mutinta,1962-10-11,M,Ndola,T003-Ndola,543EE188C8B6,200,False,,
REC00948,621091/91/2,Sitwala,Simamba,1991-11-30,F,Livingstone,T003-Ndola,B1F5C19FD2CE,948,False,,
REC00030,179046/66/9,Mutinta,Moono,1987-08-09,M,Lusaka,T001-Lusaka,C1D4F1DF8673,30,False,,
REC00883,980103/98/3,Namoonde,Ng'ombe,1994-04-13,M,Livingstone,T001-Lusaka,2113DD68E3BC,883,False,,
REC00321,116495/10/9,David,Mubita,1966-03-31,M,Mongu,T003-Ndola,991B4053D0B9,321,False,,
REC00531,621533/93/1,Grace,Sakala,1999-05-14,F,Mongu,T001-Lusaka,8772A22D01AC,531,False,,
REC00780,611187/13/2,Mulonga,Sakala,1969-05-07,M,Kitwe,T002-Kitwe,F78EC7E10440,780,False,,
REC00812,416006/70/9,Joseph,Zulu,1967-04-16,M,Mongu,T001-Lusaka,1DFD5C774BF6,812,False,,
REC00209,451577/28/3,Mwanachitechi,Musonda,1951-09-15,M,Chipata,T001-Lusaka,46593B900A70,209,False,,
REC00641,734992/35/9,Mwaka,Mbewe,1949-01-17,F,Mansa,T001-Lusaka,D9F427F290AA,641,False,,
REC00710,594078/12/6,Mwaka,Kamanga,1969-08-21,F,Kasama,T001-Lusaka,EC8A70957C24,710,False,,
REC00938,611133/24/8,Sialubalo,Kaunda,1975-02-09,M,Chingola,T003-Ndola,0F7ABA516748,938,False,,
REC00906,655338/91/2,Lubemba,Gondwe,1983-11-06,F,Livingstone,T003-Ndola,220545DAC2A1,906,False,,
REC00976,682959/80/4,Mutale,Zulu,2007-08-06,M,Kabwe,T003-Ndola,AA2E9A3206CE,429,True,Type3,REC00429
REC00857,762722/55/5,Namukolo,Moono,1992-08-05,F,Solwezi,T001-Lusaka,938EE292D69A,857,False,,
REC00147,489033/95/9,Chisomo,Mwale,1969-04-26,M,Mufulira,T002-Kitwe,0954A09C0720,147,False,,
REC00555,725874/16/5,Kasonde,Chisanga,1981-01-26,M,Mansa,T002-Kitwe,9F44C26A6134,555,False,,
REC00351,835716/78/2,Ruth,Chanda,1977-10-04,F,Mansa,T001-Lusaka,0FD645E1D50E,351,False,,
REC00950,386643/18/9,Katongo,Siluwe,1979-10-18,M,Mongu,T002-Kitwe,F1BEC6D48CBA,950,False,,
REC00059,437902/69/8,Deborah,Libonda,1951-04-12,F,Mazabuka,T002-Kitwe,0ED0A2A4287F,59,False,,
REC00865,475815/47/4,Kalumba,Mumba,1998-02-09,M,Kitwe,T003-Ndola,92ACD2267521,865,False,,
REC00132,352528/73/3,Chinyama,Kalumba,1948-09-23,M,Kabwe,T001-Lusaka,136208C476FA,132,False,,
REC00792,487158/80/1,Namukolo,Gondwe,2004-05-31,F,Kasama,T001-Lusaka,49AC8FAC858C,792,False,,
REC00671,908239/21/4,Mercy,Chisanga,1976-09-11,F,Kabwe,T001-Lusaka,5829D4F64EE8,671,False,,
REC00592,852146/25/4,Tembo,Nyirenda,1956-01-02,M,Mansa,T002-Kitwe,5A47AD7D55C9,592,False,,
REC00655,821179/72/8,Hope,Mutinta,2009-04-08,F,Lusaka,T002-Kitwe,524EC9C47E5B,655,False,,
REC00694,698388/83/3,Naomi,Sikazwe,1960-02-08,F,Lusaka,T001-Lusaka,A398A001E9CC,694,False,,
REC00339,725920/86/6,Libonda,Mbanga,2001-08-31,M,Lusaka,T002-Kitwe,833111C7446F,339,False,,
REC00224,962287/33/9,Kabaso,Simamba,1955-12-19,F,Solwezi,T002-Kitwe,5EBE2E5CA0EC,224,False,,
REC00175,721946/72/9,Namoonde,Sachitembe,1949-02-22,M,Chipata,T003-Ndola,05A72E6D38B4,175,False,,
REC00012,322955/93/8,Kalinde,Mulonga,1981-10-13,M,Choma,T002-Kitwe,70FC190F7766,12,False,,
REC00605,706063/76/2,Mulenga,Kaunda,2009-05-17,M,Lusaka,T003-Ndola,FB4C0B66BB2B,605,False,,
REC00594,234097/83/3,Chama,Banda,2006-02-22,F,Mazabuka,T001-Lusaka,FA46C98CCE88,594,False,,
REC00419,655550/40/7,Wamunyima,Musonda,1991-08-10,F,Lusaka,T002-Kitwe,680175A43ADF,419,False,,
REC00206,900185/30/5,Mumba,Gondwe,2002-06-28,M,Choma,T002-Kitwe,218CE969B2E6,206,False,,
REC00165,886730/64/1,Kalumba,Mbewe,1950-04-29,M,Mufulira,T002-Kitwe,8FB847C1B771,165,False,,
REC00394,246814/25/7,Mphatso,Kasonde,2000-12-31,F,Mongu,T002-Kitwe,78857E231CCC,394,False,,
REC00652,691380/65/9,Daniel,Chinyama,1952-12-20,M,Mazabuka,T003-Ndola,48183D5B88BB,652,False,,
REC00559,567315/40/4,Chibwe,Mubita,1978-12-22,M,Mazabuka,T001-Lusaka,6AD3F4771B24,559,False,,
REC00228,267758/13/3,Sitwala,Sikazwe,1949-01-23,F,Mazabuka,T003-Ndola,1DFD52A98FD3,228,False,,
REC00297,663356/60/9,Muketoi,Kapembwa,1994-01-01,M,Kasama,T001-Lusaka,67A530B2CC2B,297,False,,
REC00685,963652/88/5,Sitwala,Kaunda,2004-10-13,F,Lusaka,T003-Ndola,9950A5C451BF,685,False,,
REC00764,844321/14/5,Sialubalo,Kaunda,1981-10-19,M,Kitwe,T002-Kitwe,27606477FA54,764,False,,
REC00141,945664/47/6,Nchimunya,Phiri,1966-10-14,F,Kabwe,T001-Lusaka,23DB33900E81,141,False,,
REC00793,346668/65/7,Mwaka,Gondwe,2007-03-21,F,Solwezi,T003-Ndola,EFCC0B793F1D,793,False,,
REC00941,948878/84/1,Kunda,Nyirenda,1978-09-19,M,Solwezi,T003-Ndola,0994B0CC43BE,941,False,,
REC00609,461083/60/3,Dalitso,Kamanga,1958-03-11,F,Kitwe,T003-Ndola,3806F2EC37C0,609,False,,
REC00338,681687/75/7,Moses,Simuunza,1960-01-17,M,Lusaka,T001-Lusaka,F9D48BCBBDD2,338,False,,
REC00900,375436/48/8,Mutale,Mulenga,1996-03-12,M,Mazabuka,T001-Lusaka,AB5591B76DAF,900,False,,
REC00010,271339/69/7,Gondwe,Mutinta,1988-01-20,M,Choma,T002-Kitwe,2E29F0A0FF30,10,False,,
REC00258,308727/87/9,Naomi,Nyirenda,1997-01-26,F,Chingola,T002-Kitwe,669CBC261DD4,258,False,,
REC00396,315425/76/9,Chama,Mubita,1982-12-14,F,Kasama,T001-Lusaka,94650F00F61E,396,False,,
REC00888,938416/82/8,Esther,Mubita,1996-10-26,F,Kasama,T002-Kitwe,F7AB62B00FE8,888,False,,
REC00535,647341/57/2,Peace,Gondwe,1960-11-17,F,Choma,T001-Lusaka,D5E3EB34F009,535,False,,
REC00515,674765/73/4,Takondwa,Ng'andu,2006-06-24,F,Choma,T003-Ndola,CAA1B08CCC8E,515,False,,
REC00802,877714/94/2,Simuunza,Sitwala,1953-06-08,M,Mazabuka,T003-Ndola,CD7C01AE104F,802,False,,
REC00296,570325/58/7,Nathan,Nyirenda,1975-09-13,M,Mazabuka,T001-Lusaka,9FCFBB0814FF,296,False,,
REC00278,978292/32/1,Chilufya,Ng'ombe,1972-07-10,M,Mansa,T002-Kitwe,2AA7A584FA0E,278,False,,
REC00317,818113/53/5,Elijah,Mbanga,1951-04-15,M,Kasama,T002-Kitwe,8FC6766D91BF,317,False,,
REC00727,917707/71/3,Libonda,Kasonde,1948-04-11,M,Kafue,T003-Ndola,54BB1E26E7E6,727,False,,
REC00044,678478/64/9,Sitwala,Ng'andu,1970-05-17,M,Kitwe,T001-Lusaka,8336CA470A7C,44,False,,
REC00582,595036/93/3,Sitwala,Mutinta,1961-08-06,M,Mongu,T002-Kitwe,3E7C4A9F1228,582,False,,
REC00330,960778/60/2,Banda,Hichilema,1946-01-27,M,Ndola,T002-Kitwe,C935ACDD1116,330,False,,
REC00064,643118/69/1,Yemisi,Ng'ombe,1947-08-01,F,Livingstone,T003-Ndola,42B563319623,64,False,,
REC00367,776604/32/9,Peace,Mutinta,1947-10-21,F,Kabwe,T001-Lusaka,3A9BBD8203C2,367,False,,
REC00288,491774/63/9,Kapulula,Moono,1955-09-03,F,Mansa,T002-Kitwe,E98FA1EE496A,288,False,,
REC00401,759104/74/7,Nkonde,Sikazwe,1984-04-24,M,Kasama,T002-Kitwe,541D435A98AC,401,False,,
REC00585,476224/15/4,Banda,Sata,1966-08-21,M,Livingstone,T002-Kitwe,302106625FA2,585,False,,
REC00890,474754/21/6,Joy,Kalunga,1970-01-02,F,Mufulira,T001-Lusaka,97E10ABCFB66,890,False,,
REC00013,358607/81/9,Kapulula,Phiri,1997-06-27,F,Kasama,T002-Kitwe,3FF8A46644DB,13,False,,
REC00650,237654/77/3,Grace,Chinyama,1998-09-03,F,Lusaka,T001-Lusaka,ABB73158D4D7,650,False,,
REC00085,869440/76/5,Kapulula,Simamba,1994-03-19,F,Mansa,T003-Ndola,B6B0D917528D,85,False,,
REC00381,573947/19/2,Peace,Lungu,1976-05-10,F,Chingola,T002-Kitwe,D9F84205BC2D,381,False,,
REC00331,447843/59/3,Katuta,Sachitembe,1961-07-08,M,Kasama,T003-Ndola,72E9E7F59306,331,False,,
REC00143,662636/25/8,Nkonde,Mulenga,1986-04-16,M,Mazabuka,T002-Kitwe,676364BC0BFB,143,False,,
REC00227,770532/17/2,Joy,Simamba,1985-05-20,F,Mazabuka,T003-Ndola,0196AEB82F01,227,False,,
REC00344,448354/89/7,Hamukoma,Mulenga,1974-07-07,M,Kabwe,T002-Kitwe,C3A46FE65905,344,False,,
REC00919,203919/84/1,Ezekiel,Mulonga,2003-11-19,M,Livingstone,T003-Ndola,EA1F0618F65B,919,False,,
REC00277,777273/17/2,Namoonde,Sakala,1984-05-29,M,Mufulira,T003-Ndola,5EE1D7A0A98D,277,False,,
REC00174,891615/75/2,Mwinga,Tembo,1990-09-04,F,Mongu,T002-Kitwe,F7F972CA7E5A,174,False,,
REC00478,896386/76/6,Kalumba,Sata,1966-07-21,M,Chingola,T001-Lusaka,F2B990FE23B4,478,False,,
REC00728,615318/70/3,Sitwala,Ng'ombe,1975-04-03,F,Livingstone,T001-Lusaka,FDE0E7C0B5EB,728,False,,
REC00199,244247/29/2,Charity,Kabwe,1989-09-09,F,Kafue,T002-Kitwe,1577A2856E6B,199,False,,
REC00599,312177/76/9,Namukolo,Musonda,2008-07-12,F,Mongu,T003-Ndola,B69B25F4D0A8,599,False,,
REC00380,511776/72/3,Alinafe,Hichilema,1949-05-07,F,Mazabuka,T003-Ndola,525FBDE6B4BF,380,False,,
REC00341,381981/48/5,Chinyama,Ng'andu,1997-07-23,M,Ndola,T002-Kitwe,F0A31B1A38A3,341,False,,
REC00544,828038/91/6,Kamanga,Sikazwe,1961-05-06,M,Kitwe,T003-Ndola,4DA28EA55897,544,False,,
REC00046,934794/15/6,Kasonde,Kamanga,1977-04-20,M,Mazabuka,T001-Lusaka,85AC2C743750,46,False,,
REC00979,460971/30/5,Deborah,Mbanga,1957-05-06,F,Kafue,T002-Kitwe,6EAAFC6252FE,483,True,Type3,REC00483
REC00624,834861/43/4,Martha,Mutinta,2009-02-21,F,Kitwe,T002-Kitwe,0A52CF399BC3,624,False,,
REC00077,120324/79/1,Dalitso,Kasonde,1967-10-27,F,Livingstone,T002-Kitwe,BE29B55AB71D,77,False,,
REC00659,291267/27/5,Mwinga,Kabwe,2003-11-15,F,Mazabuka,T001-Lusaka,6A332D08F601,659,False,,
REC00766,915572/35/2,Chibwe,Nyirenda,2006-08-29,M,Chingola,T002-Kitwe,97052A8DA907,766,False,,
REC00231,781113/45/4,Wamunyima,Zulu,1981-10-23,M,Lusaka,T001-Lusaka,1CEF2A0E3A31,231,False,,
REC00236,348235/73/1,Mumba,Kabwe,1997-07-22,M,Chingola,T002-Kitwe,F75DC2B11017,236,False,,
REC00473,530849/43/7,Namoonde,Mutinta,1979-03-02,M,Kabwe,T003-Ndola,6CDEDFE40202,473,False,,
REC00463,487345/33/8,Thandiwe,Nyirenda,1975-10-17,F,Chipata,T001-Lusaka,FE2C968ED536,463,False,,
REC00071,829308/12/7,Nathan,Mwale,1957-08-12,M,Lusaka,T002-Kitwe,89C3F19DB8BF,71,False,,
REC00391,193670/23/2,Mwenya,Kalunga,1975-08-25,F,Solwezi,T002-Kitwe,4FB1A5B2CAB1,391,False,,
REC00068,848206/46/4,Mutinta,Simuunza,2003-01-24,M,Solwezi,T002-Kitwe,F3E7BC9C4D1F,68,False,,
REC00680,437666/24/2,Moono,Lungu,1952-07-07,F,Mazabuka,T003-Ndola,929490B7F604,680,False,,
REC00698,500080/20/1,Nkandu,Wina,1958-04-25,F,Solwezi,T002-Kitwe,0DEDBEDE03D7,698,False,,
REC00909,643341/46/6,Kapulula,Mulenga,1997-09-23,F,Mongu,T002-Kitwe,73EA38BDB10C,909,False,,
REC00194,154909/90/6,Monde,Sachitembe,1956-05-17,F,Solwezi,T001-Lusaka,0827AEEA50E4,194,False,,
REC00173,385320/66/7,Musonda,Sachitembe,2002-09-11,M,Mufulira,T002-Kitwe,4C8318DF3834,173,False,,
REC00232,688956/25/5,Elijah,Sialubalo,1975-04-19,M,Kasama,T002-Kitwe,358087FB4385,232,False,,
REC00961,324509/45/8,Simuunza,Chisanga,1993-04-20,M,Kabwe,T003-Ndola,FB65D89A0674,434,True,Type2,REC00434
REC00921,294118/66/2,Sitwala,Nkumbula,1957-02-20,F,Kafue,T001-Lusaka,190A4F0805E9,921,False,,
REC00613,139589/59/7,Sachimba,Kasonde,1955-05-18,M,Mazabuka,T003-Ndola,DA8DB0614A67,613,False,,
REC00247,607774/69/4,Tembo,Simuunza,1972-09-22,M,Mufulira,T002-Kitwe,BD1500FA9C29,247,False,,
REC00467,513982/14/9,Samuel,Kamanga,2002-12-06,M,Choma,T003-Ndola,0A8DEDF24C49,467,False,,
REC00784,953452/98/7,Mwenya,Mvula,1991-05-02,F,Mufulira,T002-Kitwe,C81B5AF43073,784,False,,
REC00035,723939/18/4,Kalunga,Ng'ombe,2003-11-13,M,Kitwe,T002-Kitwe,B80C8E365A11,35,False,,
REC00972,846385/99/3,Sikazwe,Kamanga,1968-07-12,M,Chingola,T002-Kitwe,06E51344BEB5,235,True,Type3,REC00235
REC00281,302177/24/6,Ezekiel,Moono,1985-07-15,M,Kasama,T001-Lusaka,66739CFE946B,281,False,,
REC00581,952117/84/7,Ezekiel,Chinyama,2007-03-20,M,Livingstone,T003-Ndola,CD074900376A,581,False,,
REC00002,198246/37/4,Emmanuel,Chanda,2007-05-05,M,Mufulira,T003-Ndola,3EEEFF854F24,2,False,,
REC00918,469311/30/9,Mutinta,Siluwe,1978-10-23,M,Mufulira,T003-Ndola,FB776ED24E96,918,False,,
REC00379,233051/99/3,Lubemba,Tembo,1951-03-04,F,Ndola,T001-Lusaka,4DA60F9F0B05,379,False,,
REC00094,389930/85/9,Mvula,Mumba,1966-07-29,M,Chipata,T003-Ndola,8EC78C3DB492,94,False,,
REC00892,433193/87/9,Nkonde,Kabwe,1966-01-05,M,Choma,T001-Lusaka,D9DCCFE9DAB9,892,False,,
REC00146,139019/48/8,Mwaka,Mwamba,2005-12-12,F,Kitwe,T001-Lusaka,6EF2C98681D7,146,False,,
REC00429,682959/80/4,Mutale,Zulu,1969-06-12,M,Kabwe,T001-Lusaka,FE507067D164,429,False,,
REC00025,761759/17/4,Mulenga,Chilufya,1946-07-06,M,Choma,T001-Lusaka,4FCB61ADE55E,25,False,,
REC00216,766549/59/6,Katuta,Sitwala,2006-02-09,M,Kasama,T002-Kitwe,A4E4A7F0C18A,216,False,,
REC00482,827968/25/6,Mutale,Banda,1976-08-07,M,Kafue,T001-Lusaka,D36A2E0A4141,482,True,Type4,REC00903
REC00768,962074/76/3,Moono,Chisanga,2001-03-14,F,Kasama,T001-Lusaka,BEA088F8AEE9,768,False,,
REC00073,557007/72/1,Solomon,Kalunga,1985-07-12,M,Solwezi,T002-Kitwe,2460BFD9CBAB,73,False,,
REC00464,977740/44/1,Faith,Phiri,1989-09-19,F,Mansa,T001-Lusaka,7235B72D7125,464,False,,
REC00406,243876/99/1,Mumba,Mulenga,1946-07-04,M,Kabwe,T001-Lusaka,D876ABE45D3E,406,False,,
REC00808,791174/67/6,Kamanga,Siluwe,1996-06-15,M,Chipata,T001-Lusaka,EF0B87222E45,808,False,,
REC00774,174703/49/6,Esther,Banda,1994-08-25,F,Kabwe,T003-Ndola,270BCBC0B0B7,774,False,,
REC00896,597667/77/6,Banda,Mumba,1982-10-23,M,Choma,T001-Lusaka,052743F249B0,896,False,,
REC00604,397026/86/9,Hope,Kalunga,2002-06-30,F,Chipata,T002-Kitwe,58AFB556D073,604,False,,
REC00848,104792/81/4,Hamukoma,Mbewe,1972-06-11,M,Kitwe,T001-Lusaka,9C455304CA27,848,False,,
REC00781,395968/54/3,Hope,Moono,1994-09-10,F,Kitwe,T003-Ndola,9430CD46D47E,781,False,,
REC00935,668787/53/9,Charity,Sikazwe,1986-07-16,F,Lusaka,T003-Ndola,667C6BD25034,935,False,,
REC00761,692385/96/6,Lubemba,Sialubalo,1983-02-28,F,Chingola,T003-Ndola,E2B68D20376C,761,False,,
REC00895,271746/64/7,Mwinga,Simuunza,1984-02-14,F,Kafue,T001-Lusaka,646396286DF9,895,False,,
REC00706,544114/56/6,Chibwe,Mubita,1972-11-28,M,Solwezi,T001-Lusaka,AF9774E271C4,706,False,,
REC00940,903702/46/6,Joy,Sachitembe,1978-05-14,F,Lusaka,T001-Lusaka,4D99ADE05F54,940,False,,
REC00798,472566/38/3,Naomi,Simuunza,1975-07-02,F,Mufulira,T002-Kitwe,DB80DEDBD8FE,798,False,,
REC00293,685941/69/5,Faith,Mulonga,2004-11-01,F,Lusaka,T003-Ndola,09BB6F2D4FBA,293,False,,
REC00444,100716/52/4,Chanda,Sialubalo,1967-02-18,M,Solwezi,T001-Lusaka,39A91C05035B,444,False,,
REC00532,100177/21/5,Nkandu,Mbanga,1960-10-02,F,Chingola,T003-Ndola,D98EBCA49424,532,False,,
REC00057,540869/95/7,Naomi,Mwamba,1992-10-20,F,Kasama,T003-Ndola,98A246F50F5D,57,False,,
REC00210,591897/67/1,Namukolo,Hichilema,1946-09-19,F,Lusaka,T001-Lusaka,0AA0D9DA4DF0,210,False,,
REC00932,241147/13/2,Charity,Kalunga,1953-08-22,F,Lusaka,T003-Ndola,57CD2EC8469B,932,False,,
REC00556,650916/38/3,Mwenya,Kaunda,1981-07-01,F,Kitwe,T003-Ndola,42FE1D82ED01,556,False,,
REC00560,369054/79/5,Choolwe,Kapembwa,1975-05-25,F,Choma,T001-Lusaka,DA4C90631541,560,False,,
REC00943,427260/85/2,Simuunza,Banda,1951-11-15,M,Kitwe,T003-Ndola,FFB3C64229DD,943,False,,
REC00716,580233/81/1,Sakala,Kabwe,1965-02-05,M,Livingstone,T001-Lusaka,C3E3F872BC78,716,False,,
